name,sku,new_description
Standing Pouch,STP-B-ZIP-49x38-BLK,"Discover our high-quality Standing Pouch. Crafted from durable pet 12 / vmpet 12 / lldpe 140, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 7,700, while business partners can enjoy a wholesale rate of Rp 7,000."
Standing Pouch Alumunium Zipper,STP-A-ZIP-9x15-SLV,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 540, while business partners can enjoy a wholesale rate of Rp 448."
Standing Pouch Alumunium Zipper,STP-A-ZIP-9x15-GLD,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 585, while business partners can enjoy a wholesale rate of Rp 486."
Standing Pouch Alumunium Zipper,STP-A-ZIP-9x15-BLK,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 585, while business partners can enjoy a wholesale rate of Rp 486."
Standing Pouch Alumunium Zipper,STP-A-ZIP-9x15-WHT,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 585, while business partners can enjoy a wholesale rate of Rp 486."
Standing Pouch Alumunium Zipper,STP-A-ZIP-18x29-SLV,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,920, while business partners can enjoy a wholesale rate of Rp 1,600."
Standing Pouch Alumunium Zipper,STP-A-ZIP-18x29-GLD,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,995, while business partners can enjoy a wholesale rate of Rp 1,664."
Standing Pouch Alumunium Zipper,STP-A-ZIP-18x29-BLK,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,995, while business partners can enjoy a wholesale rate of Rp 1,664."
Standing Pouch Alumunium Zipper,STP-A-ZIP-18x29-WHT,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,995, while business partners can enjoy a wholesale rate of Rp 1,664."
Standing Pouch Alumunium Zipper,STP-A-ZIP-14x23-SLV,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 935, while business partners can enjoy a wholesale rate of Rp 778."
Standing Pouch Alumunium Zipper,STP-A-ZIP-14x23-GLD,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 985, while business partners can enjoy a wholesale rate of Rp 822."
Standing Pouch Alumunium Zipper,STP-A-ZIP-14x23-BLK,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 985, while business partners can enjoy a wholesale rate of Rp 822."
Standing Pouch Alumunium Zipper,STP-A-ZIP-14x23-WHT,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 985, while business partners can enjoy a wholesale rate of Rp 822."
Standing Pouch Alumunium Zipper,STP-A-ZIP-13x20.5-SLV,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 845, while business partners can enjoy a wholesale rate of Rp 704."
Standing Pouch Alumunium Zipper,STP-A-ZIP-13x20.5-GLD,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 890, while business partners can enjoy a wholesale rate of Rp 739."
Standing Pouch Alumunium Zipper,STP-A-ZIP-13x20.5-BLK,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 890, while business partners can enjoy a wholesale rate of Rp 739."
Standing Pouch Alumunium Zipper,STP-A-ZIP-13x20.5-WHT,"Discover our high-quality Standing Pouch Alumunium Zipper. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 890, while business partners can enjoy a wholesale rate of Rp 739."
Standing Pouch Alumunium Zipper Premium,STP-A-ZIP-24x34-BLK,"Discover our high-quality Standing Pouch Alumunium Zipper Premium. Crafted from durable opp doff 20 / ALU 7 / LLDPE 100, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 3,300, while business partners can enjoy a wholesale rate of Rp 2,650."
Standing Pouch Alumunium Zipper Premium,STP-A-ZIP-24x34-BLK,"Discover our high-quality Standing Pouch Alumunium Zipper Premium. Crafted from durable opp doff 20 / ALU 7 / LLDPE 100, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 3,300, while business partners can enjoy a wholesale rate of Rp 2,650."
Standing Pouch Alumunium Zipper Premium,STP-A-ZIP-16x23-BLK,"Discover our high-quality Standing Pouch Alumunium Zipper Premium. Crafted from durable opp doff 20 / ALU 7 / LLDPE 100, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 2,250, while business partners can enjoy a wholesale rate of Rp 1,800."
Standing Pouch Alumunium Zipper Premium,STP-A-ZIP-16x23-WHT,"Discover our high-quality Standing Pouch Alumunium Zipper Premium. Crafted from durable opp doff 20 / ALU 7 / LLDPE 100, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 2,250, while business partners can enjoy a wholesale rate of Rp 1,800."
Standing Pouch Alumunium Zipper Premium,STP-A-ZIP-19x27-BLK,"Discover our high-quality Standing Pouch Alumunium Zipper Premium. Crafted from durable opp doff 20 / ALU 7 / LLDPE 100, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 2,875, while business partners can enjoy a wholesale rate of Rp 2,300."
Standing Pouch Alumunium Zipper Premium,STP-A-ZIP-19x27-WHT,"Discover our high-quality Standing Pouch Alumunium Zipper Premium. Crafted from durable opp doff 20 / ALU 7 / LLDPE 100, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 2,875, while business partners can enjoy a wholesale rate of Rp 2,300."
Standing Pouch Eco Zipper Window,STP-E-ZIP-30x40-KRF,"Discover our high-quality Standing Pouch Eco Zipper Window. Crafted from durable kraft pe lldpe, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 3,746, while business partners can enjoy a wholesale rate of Rp 3,122."
Standing Pouch Eco Zipper Window,STP-E-ZIP-23x33-KRF,"Discover our high-quality Standing Pouch Eco Zipper Window. Crafted from durable kraft pe lldpe, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,982, while business partners can enjoy a wholesale rate of Rp 1,652."
Standing Pouch Eco Zipper Window,STP-E-ZIP-20x30-KRF,"Discover our high-quality Standing Pouch Eco Zipper Window. Crafted from durable kraft pe lldpe, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,466, while business partners can enjoy a wholesale rate of Rp 1,222."
Standing Pouch Eco Zipper Window,STP-E-ZIP-16x23-KRF,"Discover our high-quality Standing Pouch Eco Zipper Window. Crafted from durable kraft pe lldpe, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 937, while business partners can enjoy a wholesale rate of Rp 781."
Standing Pouch Eco Zipper Window,STP-E-ZIP-14x20-KRF,"Discover our high-quality Standing Pouch Eco Zipper Window. Crafted from durable kraft pe lldpe, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 871, while business partners can enjoy a wholesale rate of Rp 726."
Standing Pouch Eco Zipper Window,STP-E-ZIP-10x15-KRF,"Discover our high-quality Standing Pouch Eco Zipper Window. Crafted from durable kraft pe lldpe, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 452, while business partners can enjoy a wholesale rate of Rp 377."
Standing Pouch Liquid 1000 ml,STP-L-ZIP-16x27-TRS,"Discover our high-quality Standing Pouch Liquid 1000 ml. Crafted from durable NYLON 15 / LLDPE 135, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,260, while business partners can enjoy a wholesale rate of Rp 992."
Standing Pouch Liquid 2000 ml,STP-L-ZIP-22x30-TRS,"Discover our high-quality Standing Pouch Liquid 2000 ml. Crafted from durable PET 12 / NYLON 15 / LLDPE 135, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 2,230, while business partners can enjoy a wholesale rate of Rp 1,856."
Standing Pouch Liquid 250 ml,STP-L-ZIP-12x16-TRS,"Discover our high-quality Standing Pouch Liquid 250 ml. Crafted from durable NYLON 15 / LLDPE 100, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 660, while business partners can enjoy a wholesale rate of Rp 550."
Standing Pouch Liquid 500 ml,STP-L-ZIP-14x20-TRS,"Discover our high-quality Standing Pouch Liquid 500 ml. Crafted from durable NYLON 15 / LLDPE 120, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 775, while business partners can enjoy a wholesale rate of Rp 625."
Standing Pouch Paper/Kraft,STP-K-ZIP-9x15-LTH,"Discover our high-quality Standing Pouch Paper/Kraft. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 585, while business partners can enjoy a wholesale rate of Rp 448."
Standing Pouch Paper/Kraft,STP-K-ZIP-24x34-LTH,"Discover our high-quality Standing Pouch Paper/Kraft. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 2,800, while business partners can enjoy a wholesale rate of Rp 2,336."
Standing Pouch Paper/Kraft,STP-K-ZIP-18x29-LTH,"Discover our high-quality Standing Pouch Paper/Kraft. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,880, while business partners can enjoy a wholesale rate of Rp 1,568."
Standing Pouch Paper/Kraft,STP-K-ZIP-14x23-LTH,"Discover our high-quality Standing Pouch Paper/Kraft. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,115, while business partners can enjoy a wholesale rate of Rp 928."
Standing Pouch Paper/Kraft,STP-K-ZIP-13x20.5-LTH,"Discover our high-quality Standing Pouch Paper/Kraft. This product is available in various high-grade materials to suit your specific packaging needs. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,040, while business partners can enjoy a wholesale rate of Rp 864."
Standing Pouch Window,STP-M-ZIP-20x30-BLK,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,450, while business partners can enjoy a wholesale rate of Rp 1,140."
Standing Pouch Window,STP-M-ZIP-20x30-WHT,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,450, while business partners can enjoy a wholesale rate of Rp 1,140."
Standing Pouch Window,STP-M-ZIP-20x30-GRN,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,450, while business partners can enjoy a wholesale rate of Rp 1,140."
Standing Pouch Window,STP-M-ZIP-20x30-RED,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,450, while business partners can enjoy a wholesale rate of Rp 1,140."
Standing Pouch Window,STP-M-ZIP-20x30-GLD,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,450, while business partners can enjoy a wholesale rate of Rp 1,140."
Standing Pouch Window,STP-M-ZIP-20x30-BLU,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,450, while business partners can enjoy a wholesale rate of Rp 1,140."
Standing Pouch Window,STP-M-ZIP-20x30-PRP,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,450, while business partners can enjoy a wholesale rate of Rp 1,140."
Standing Pouch Window,STP-M-ZIP-16x24-BLK,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 990, while business partners can enjoy a wholesale rate of Rp 911."
Standing Pouch Window,STP-M-ZIP-16x24-WHT,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 990, while business partners can enjoy a wholesale rate of Rp 911."
Standing Pouch Window,STP-M-ZIP-16x24-GRN,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 990, while business partners can enjoy a wholesale rate of Rp 911."
Standing Pouch Window,STP-M-ZIP-16x24-RED,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 990, while business partners can enjoy a wholesale rate of Rp 911."
Standing Pouch Window,STP-M-ZIP-16x24-GLD,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 990, while business partners can enjoy a wholesale rate of Rp 911."
Standing Pouch Window,STP-M-ZIP-16x24-BLU,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 990, while business partners can enjoy a wholesale rate of Rp 911."
Standing Pouch Window,STP-M-ZIP-16x24-PRP,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 990, while business partners can enjoy a wholesale rate of Rp 911."
Standing Pouch Window,STP-M-ZIP-15x22-BLK,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 870, while business partners can enjoy a wholesale rate of Rp 656."
Standing Pouch Window,STP-M-ZIP-15x22-WHT,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 870, while business partners can enjoy a wholesale rate of Rp 656."
Standing Pouch Window,STP-M-ZIP-15x22-GRN,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 870, while business partners can enjoy a wholesale rate of Rp 656."
Standing Pouch Window,STP-M-ZIP-15x22-RED,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 870, while business partners can enjoy a wholesale rate of Rp 656."
Standing Pouch Window,STP-M-ZIP-15x22-GLD,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 870, while business partners can enjoy a wholesale rate of Rp 656."
Standing Pouch Window,STP-M-ZIP-15x22-BLU,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 870, while business partners can enjoy a wholesale rate of Rp 656."
Standing Pouch Window,STP-M-ZIP-15x22-PRP,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 870, while business partners can enjoy a wholesale rate of Rp 656."
Standing Pouch Window,STP-M-ZIP-14x20-BLK,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 840, while business partners can enjoy a wholesale rate of Rp 586."
Standing Pouch Window,STP-M-ZIP-14x20-WHT,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 840, while business partners can enjoy a wholesale rate of Rp 586."
Standing Pouch Window,STP-M-ZIP-14x20-GRN,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 840, while business partners can enjoy a wholesale rate of Rp 586."
Standing Pouch Window,STP-M-ZIP-14x20-RED,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 840, while business partners can enjoy a wholesale rate of Rp 586."
Standing Pouch Window,STP-M-ZIP-14x20-GLD,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 840, while business partners can enjoy a wholesale rate of Rp 586."
Standing Pouch Window,STP-M-ZIP-14x20-BLU,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 840, while business partners can enjoy a wholesale rate of Rp 586."
Standing Pouch Window,STP-M-ZIP-14x20-PRP,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 840, while business partners can enjoy a wholesale rate of Rp 586."
Standing Pouch Window,STP-M-ZIP-12x20-BLK,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 700, while business partners can enjoy a wholesale rate of Rp 500."
Standing Pouch Window,STP-M-ZIP-12x20-WHT,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 700, while business partners can enjoy a wholesale rate of Rp 500."
Standing Pouch Window,STP-M-ZIP-12x20-GRN,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 700, while business partners can enjoy a wholesale rate of Rp 500."
Standing Pouch Window,STP-M-ZIP-12x20-RED,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 700, while business partners can enjoy a wholesale rate of Rp 500."
Standing Pouch Window,STP-M-ZIP-12x20-GLD,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 700, while business partners can enjoy a wholesale rate of Rp 500."
Standing Pouch Window,STP-M-ZIP-12x20-BLU,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 700, while business partners can enjoy a wholesale rate of Rp 500."
Standing Pouch Window,STP-M-ZIP-12x20-PRP,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 700, while business partners can enjoy a wholesale rate of Rp 500."
Standing Pouch Window,STP-M-ZIP-10x15-BLK,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 560, while business partners can enjoy a wholesale rate of Rp 360."
Standing Pouch Window,STP-M-ZIP-10x15-WHT,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 560, while business partners can enjoy a wholesale rate of Rp 360."
Standing Pouch Window,STP-M-ZIP-10x15-GRN,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 560, while business partners can enjoy a wholesale rate of Rp 360."
Standing Pouch Window,STP-M-ZIP-10x15-RED,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 560, while business partners can enjoy a wholesale rate of Rp 360."
Standing Pouch Window,STP-M-ZIP-10x15-GLD,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 560, while business partners can enjoy a wholesale rate of Rp 360."
Standing Pouch Window,STP-M-ZIP-10x15-BLU,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 560, while business partners can enjoy a wholesale rate of Rp 360."
Standing Pouch Window,STP-M-ZIP-10x15-PRP,"Discover our high-quality Standing Pouch Window. Crafted from durable pet 12 / vmpet 12 / lldpe 80, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 560, while business partners can enjoy a wholesale rate of Rp 360."
Standing Pouch Zipper Lightpack,STP-L-ZIP-10x15-TRS,"Discover our high-quality Standing Pouch Zipper Lightpack. Crafted from durable pet 12 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 342, while business partners can enjoy a wholesale rate of Rp 285."
Standing Pouch Zipper Lightpack,STP-L-ZIP-22x32-TRS,"Discover our high-quality Standing Pouch Zipper Lightpack. Crafted from durable pet 12 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,220, while business partners can enjoy a wholesale rate of Rp 1,017."
Standing Pouch Zipper Lightpack,STP-L-ZIP-20x30-TRS,"Discover our high-quality Standing Pouch Zipper Lightpack. Crafted from durable pet 12 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 983, while business partners can enjoy a wholesale rate of Rp 819."
Standing Pouch Zipper Lightpack,STP-L-ZIP-16x24-TRS,"Discover our high-quality Standing Pouch Zipper Lightpack. Crafted from durable pet 12 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 899, while business partners can enjoy a wholesale rate of Rp 749."
Standing Pouch Zipper Lightpack,STP-L-ZIP-15x22-TRS,"Discover our high-quality Standing Pouch Zipper Lightpack. Crafted from durable pet 12 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 630, while business partners can enjoy a wholesale rate of Rp 525."
Standing Pouch Zipper Lightpack,STP-L-ZIP-14x20-TRS,"Discover our high-quality Standing Pouch Zipper Lightpack. Crafted from durable pet 12 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 553, while business partners can enjoy a wholesale rate of Rp 461."
Standing Pouch Zipper Lightpack,STP-L-ZIP-12x20-TRS,"Discover our high-quality Standing Pouch Zipper Lightpack. Crafted from durable pet 12 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 0, while business partners can enjoy a wholesale rate of Rp 0."
Vacuum Pack Embossed,VCM-N-EMB-7x12-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 155, while business partners can enjoy a wholesale rate of Rp 110."
Vacuum Pack Embossed,VCM-N-EMB-7x10-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 175, while business partners can enjoy a wholesale rate of Rp 175."
Vacuum Pack Embossed,VCM-N-EMB-30x40-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 2,100, while business partners can enjoy a wholesale rate of Rp 1,530."
