sku,product_name,category,description,material,thickness,size,capacity,unit,color,retail_price,b2b_price,moq,is_test_data
STP-M-ZIP-10x15-BLU,Standing Pouch Window,Standing Pouch,"Kemasan Standing Pouch Window kualitas premium dari kategori Standing Pouch. Dibuat dengan pet 12 / vmpet 12 / lldpe 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / vmpet 12 / lldpe 80,110 micron,100mm x 150mm,,,Blue,560.0,360.0,,False
STP-M-ZIP-10x15-PRP,Standing Pouch Window,Standing Pouch,"Kemasan Standing Pouch Window kualitas premium dari kategori Standing Pouch. Dibuat dengan pet 12 / vmpet 12 / lldpe 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / vmpet 12 / lldpe 80,110 micron,100mm x 150mm,,,Purple,560.0,360.0,,False
STP-L-ZIP-10x15-TRS,Standing Pouch Zipper Lightpack,Standing Pouch,"Kemasan Standing Pouch Zipper Lightpack kualitas premium dari kategori Standing Pouch. Dibuat dengan pet 12 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / lldpe 60,75 micron,100mm x 150mm,,,Transparent,342.0,285.0,,False
STP-L-ZIP-22x32-TRS,Standing Pouch Zipper Lightpack ,Standing Pouch,"Kemasan Standing Pouch Zipper Lightpack  kualitas premium dari kategori Standing Pouch. Dibuat dengan pet 12 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / lldpe 60,75 micron,220mm x 320mm,,,Transparent,1.22,1017.0,,False
STP-L-ZIP-20x30-TRS,Standing Pouch Zipper Lightpack ,Standing Pouch,"Kemasan Standing Pouch Zipper Lightpack  kualitas premium dari kategori Standing Pouch. Dibuat dengan pet 12 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / lldpe 60,75 micron,200mm x 300mm,,,Transparent,983.0,819.0,,False
STP-L-ZIP-16x24-TRS,Standing Pouch Zipper Lightpack ,Standing Pouch,"Kemasan Standing Pouch Zipper Lightpack  kualitas premium dari kategori Standing Pouch. Dibuat dengan pet 12 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / lldpe 60,75 micron,160mm x 240mm,,,Transparent,899.0,749.0,,False
STP-L-ZIP-15x22-TRS,Standing Pouch Zipper Lightpack ,Standing Pouch,"Kemasan Standing Pouch Zipper Lightpack  kualitas premium dari kategori Standing Pouch. Dibuat dengan pet 12 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / lldpe 60,75 micron,150mm x 220mm,,,Transparent,630.0,525.0,,False
STP-L-ZIP-14x20-TRS,Standing Pouch Zipper Lightpack ,Standing Pouch,"Kemasan Standing Pouch Zipper Lightpack  kualitas premium dari kategori Standing Pouch. Dibuat dengan pet 12 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / lldpe 60,75 micron,140mm x 200mm,,,Transparent,553.0,461.0,,False
STP-L-ZIP-12x20-TRS,Standing Pouch Zipper Lightpack ,Standing Pouch,"Kemasan Standing Pouch Zipper Lightpack  kualitas premium dari kategori Standing Pouch. Dibuat dengan pet 12 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / lldpe 60,75 micron,120mm x 200mm,,,Transparent,,,,False
VCM-N-EMB-7x12-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,70mm x 120mm,,,Transparent ,155.0,110.0,,False
VCM-N-EMB-7x10-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,70mm x 100mm,,,Transparent ,175.0,,,False
VCM-N-EMB-30x40-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,300mm x 400mm,,,Transparent ,2.1,1.53,,False
VCM-N-EMB-28x35-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,280mm x 350mm,,,Transparent ,1.725,1225.0,,False
VCM-N-EMB-20x30-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,200mm x 300mm,,,Transparent ,1.122,740.0,,False
VCM-N-EMB-20x25-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,200mm x 250mm,,,Transparent ,885.0,645.0,,False
VCM-N-EMB-17x25-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,170mm x 250mm,,,Transparent ,745.0,545.0,,False
VCM-N-EMB-15x25-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,150mm x 250mm,,,Transparent ,670.0,475.0,,False
VCM-N-EMB-15x20-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,150mm x 200mm,,,Transparent ,495.0,375.0,,False
VCM-N-EMB-13x18-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,130mm x 180mm,,,Transparent ,460.0,295.0,,False
VCM-N-EMB-12x20-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,120mm x 200mm,,,Transparent ,445.0,305.0,,False
VCM-N-EMB-12x17-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,120mm x 170mm,,,Transparent ,435.0,323.0,,False
VCM-N-EMB-11x16-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,110mm x 160mm,,,Transparent ,370.0,277.0,,False
VCM-N-EMB-10x15-NYL,Vacuum Pack Embossed,Vacuum Pack,"Kemasan Vacuum Pack Embossed kualitas premium dari kategori Vacuum Pack. Dibuat dengan Sisi Polos 90 micron, Sisi Bintik 190 micron yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.","Sisi Polos 90 micron, Sisi Bintik 190 micron",280 micron,100mm x 150mm,,,Transparent ,255.0,190.0,,False
VCM-N-PLS-9x14-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,90mm x 140mm,,,Transparent,178.0,,,False
VCM-N-PLS-7x15-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,70mm x 150mm,,,Transparent,168.0,,,False
VCM-N-PLS-30x40-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,300mm x 400mm,,,Transparent ,1.69,1312.0,,False
VCM-N-PLS-25x30-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,250mm x 300mm,,,Transparent ,980.0,864.0,,False
VCM-N-PLS-23x34-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,230mm x 340mm,,,Transparent ,1.06,928.0,,False
VCM-N-PLS-20x30-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,200mm x 300mm,,,Transparent ,855.0,691.0,,False
VCM-N-PLS-20x25-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,200mm x 250mm,,,Transparent ,655.0,586.0,,False
VCM-N-PLS-17x25-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,170mm x 250mm,,,Transparent ,580.0,512.0,,False
VCM-N-PLS-15x40-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,150mm x 300mm,,,Transparent ,585.0,448.0,,False
VCM-N-PLS-15x25-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,150mm x 250mm,,,Transparent ,550.0,378.0,,False
VCM-N-PLS-15x20-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,150mm x 200mm,,,Transparent ,425.0,301.0,,False
VCM-N-PLS-12x20-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,120mm x 200mm,,,Transparent ,350.0,269.0,,False
VCM-N-PLS-11x16-NYL,Vacuum Pack Polos,Vacuum Pack,"Kemasan Vacuum Pack Polos kualitas premium dari kategori Vacuum Pack. Dibuat dengan nylon 15 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 60,75 micron,110mm x 160mm,,,Transparent ,300.0,227.0,,False
ROL-A-ALU-80x1000,Roll Alumunium Foil,Roll,"Kemasan Roll Alumunium Foil kualitas premium dari kategori Roll. Dibuat dengan pet 12 / alu 7 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / lldpe 60,,800mm x 1000 M,,,,,,,False
ROL-M-MTL-80x1000,Roll Metalized,Roll,"Kemasan Roll Metalized kualitas premium dari kategori Roll. Dibuat dengan opp 20 / vmcpp 40 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp 20 / vmcpp 40,,800mm x 1000 M,,,,,,,False
ROL-M-MTL-76x1000,Roll Metalized,Roll,"Kemasan Roll Metalized kualitas premium dari kategori Roll. Dibuat dengan vmpet 12 / lldpe 50 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",vmpet 12 / lldpe 50,,760mm x 1000 M,,,,,,,False
ROL-M-MTL-76x1000-WHT,Roll Metalized Blok Putih,Roll,"Kemasan Roll Metalized Blok Putih kualitas premium dari kategori Roll. Dibuat dengan pet 12 / vmcpp 40 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / vmcpp 40,,760mm x 1000 M,,,,,,,False
ROL-N-NYL-84x1000-NYL,Roll Nylon,Roll,"Kemasan Roll Nylon kualitas premium dari kategori Roll. Dibuat dengan nylon 15 / lldpe 40 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",nylon 15 / lldpe 40,,840mm x 1000 M,,,,,,,False
,Filter Drip,Accessories,"Kemasan Filter Drip kualitas premium dari kategori Accessories. Dibuat dengan Food Grade Filter Paper yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",Food Grade Filter Paper,,,,,,800.0,,,False
,Valve,Accessories,"Kemasan Valve kualitas premium dari kategori Accessories. Dibuat dengan One-way Degassing Valve (Food Grade Plastic) yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",One-way Degassing Valve (Food Grade Plastic),,,,,,700.0,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
